codigo,preco,hora,data,variacao
"VCJR11", "R$75.83","18:19:13", "02/01/2025",
"VLJS11", "R$0.00","18:19:14", "02/01/2025",
"VLJS11", "R$0.00","18:19:15", "02/01/2025",
"VSLH11", "R$3.10","18:19:16", "02/01/2025",
"VSLH11", "R$3.10","18:19:17", "02/01/2025",
"VSLH11", "R$3.10","18:19:18", "02/01/2025",
"VIUR11", "R$5.82","18:19:19", "02/01/2025",
"VIFI11", "R$6.69","18:19:20", "02/01/2025",
"VILG11", "R$73.44","18:19:22", "02/01/2025",
"VILG11", "R$73.44","18:19:23", "02/01/2025",
"VISC11", "R$95.98","18:19:24", "02/01/2025",
"WSEC11", "R$8.10","18:19:24", "02/01/2025",
"WHGR11", "R$8.48","18:19:27", "02/01/2025",
"XPCM11", "R$6.80","18:19:29", "02/01/2025",
"XPIN11", "R$69.02","18:19:29", "02/01/2025",
"XPLG11", "R$92.24","18:19:30", "02/01/2025",
"XPML11", "R$98.30","18:19:32", "02/01/2025",
"XPSF11", "R$6.33","18:19:34", "02/01/2025",
"ZAGH11", "R$10.50","18:19:36", "02/01/2025",
"ZIFI11", "R$610.07","18:19:39", "02/01/2025",
"B3SA3", "R$10.23","18:19:41", "02/01/2025",
"ASAI3", "R$5.46","18:19:45", "02/01/2025",
"PETR4", "R$36.95","18:19:47", "02/01/2025",
"MRFG3", "R$17.15","18:19:48", "02/01/2025",
"ITSA4", "R$8.70","18:19:49", "02/01/2025",
"BRAV3", "R$23.43","18:19:50", "02/01/2025",
"VALE3", "R$54.32","18:19:52", "02/01/2025",
"CRFB3", "R$5.54","18:19:54", "02/01/2025",
"CCRO3", "R$10.14","18:19:55", "02/01/2025",
"CSAN3", "R$8.02","18:19:56", "02/01/2025",
"ANIM3", "R$1.56","18:20:00", "02/01/2025",
"RAIZ4", "R$2.12","18:20:01", "02/01/2025",
"B3SA3", "R$10.20","23:17:03", "02/01/2025", "R$10.15 - R$10.33"
"ASAI3", "R$5.45","23:17:07", "02/01/2025", "R$5.36 - R$5.61"
"PETR4", "R$36.77","23:17:10", "02/01/2025", "R$36.19 - R$37.09"
"MRFG3", "R$17.16","23:17:11", "02/01/2025", "R$15.71 - R$17.25"
"ITSA4", "R$8.68","23:17:12", "02/01/2025", "R$8.63 - R$8.82"
"BRAV3", "R$23.41","23:17:13", "02/01/2025", "R$23.41 - R$24.46"
"VALE3", "R$54.25","23:17:14", "02/01/2025", "R$54.23 - R$55.10"
"CRFB3", "R$5.52","23:17:15", "02/01/2025", "R$5.27 - R$5.57"
"CCRO3", "R$10.15","23:17:17", "02/01/2025", "R$10.06 - R$10.24"
"CSAN3", "R$8.02","23:17:19", "02/01/2025", "R$7.90 - R$8.22"
"ANIM3", "R$1.57","23:17:22", "02/01/2025", "R$1.53 - R$1.61"
"RAIZ4", "R$2.13","23:17:23", "02/01/2025", "R$2.10 - R$2.17"
"VAMO3", "R$4.60","23:17:25", "02/01/2025", "R$4.48 - R$4.78"
"USIM5", "R$5.16","23:17:26", "02/01/2025", "R$5.16 - R$5.34"
"BBAS3", "R$23.92","23:17:27", "02/01/2025", "R$23.84 - R$24.28"
"CMIG4", "R$11.08","23:17:29", "02/01/2025", "R$10.92 - R$11.11"
"CSNA3", "R$8.42","23:17:30", "02/01/2025", "R$8.38 - R$8.91"
"BBDC3", "R$10.48","23:17:31", "02/01/2025", "R$10.26 - R$10.52"
"PETR3", "R$40.52","23:17:32", "02/01/2025", "R$39.45 - R$40.81"
"LREN3", "R$12.00","23:17:33", "02/01/2025", "R$11.80 - R$12.24"
"POMO4", "R$7.66","23:17:34", "02/01/2025", "R$7.33 - R$7.69"
"PETZ3", "R$4.00","23:17:38", "02/01/2025", "R$3.95 - R$4.07"
"MOVI3", "R$3.57","23:17:39", "02/01/2025", "R$3.39 - R$3.60"
"CMIN3", "R$5.04","23:17:40", "02/01/2025", "R$5.00 - R$5.20"
"GOAU4", "R$10.11","23:17:41", "02/01/2025", "R$10.02 - R$10.26"
"RAIL3", "R$17.79","23:17:43", "02/01/2025", "R$17.39 - R$17.91"
"ELET3", "R$34.00","23:17:44", "02/01/2025", "R$33.73 - R$34.38"
"CPLE3", "R$8.24","23:17:45", "02/01/2025", "R$8.08 - R$8.27"
"GGBR4", "R$17.91","23:17:46", "02/01/2025", "R$17.76 - R$18.17"
"BRFS3", "R$24.80","23:17:47", "02/01/2025", "R$24.52 - R$25.22"
"RADL3", "R$21.76","23:17:48", "02/01/2025", "R$21.37 - R$22.20"
"JBSS3", "R$37.10","23:17:50", "02/01/2025", "R$35.79 - R$37.48"
"UGPA3", "R$15.86","23:17:51", "02/01/2025", "R$15.69 - R$16.11"
"GMAT3", "R$6.05","23:17:52", "02/01/2025", "R$6.05 - R$6.37"
"GMAT3", "R$6.05","23:17:53", "02/01/2025", "R$6.05 - R$6.37"
"RENT3", "R$32.20","23:17:54", "02/01/2025", "R$31.40 - R$32.49"
"DXCO3", "R$5.87","23:17:55", "02/01/2025", "R$5.84 - R$6.02"
"CEAB3", "R$7.47","23:17:56", "02/01/2025", "R$7.32 - R$7.94"
"YDUQ3", "R$8.47","23:17:58", "02/01/2025", "R$8.19 - R$8.49"
"CYRE3", "R$16.57","23:18:02", "02/01/2025", "R$16.27 - R$16.98"
"SUZB3", "R$62.40","23:18:04", "02/01/2025", "R$61.35 - R$63.02"
"LJQQ3", "R$2.12","23:18:07", "02/01/2025", "R$2.09 - R$2.23"
"RDOR3", "R$25.26","23:18:08", "02/01/2025", "R$24.77 - R$25.46"
"TIMS3", "R$14.52","23:18:09", "02/01/2025", "R$14.26 - R$14.60"
"AURE3", "R$8.60","23:18:10", "02/01/2025", "R$8.47 - R$8.80"
"KLBN11", "R$23.03","23:18:12", "02/01/2025", "R$22.90 - R$23.22"
"HYPE3", "R$17.83","23:18:15", "02/01/2025", "R$17.63 - R$18.09"
"SBFG3", "R$10.64","23:18:16", "02/01/2025", "R$10.44 - R$10.77"
"WEGE3", "R$52.72","23:18:17", "02/01/2025", "R$52.25 - R$53.06"
"MULT3", "R$20.53","23:18:20", "02/01/2025", "R$20.23 - R$20.71"
"ECOR3", "R$4.20","23:18:21", "02/01/2025", "R$4.13 - R$4.28"
"TOTS3", "R$26.38","23:18:22", "02/01/2025", "R$25.89 - R$26.87"
"STBP3", "R$13.22","23:18:23", "02/01/2025", "R$13.08 - R$13.24"
"VVEO3", "R$2.01","23:18:26", "02/01/2025", "R$1.98 - R$2.11"
"ALOS3", "R$18.12","23:18:28", "02/01/2025", "R$17.80 - R$18.20"
"SBSP3", "R$88.47","23:18:30", "02/01/2025", "R$87.43 - R$89.07"
"PSSA3", "R$36.22","23:18:31", "02/01/2025", "R$35.99 - R$36.67"
"FLRY3", "R$12.03","23:18:33", "02/01/2025", "R$11.76 - R$12.13"
"BRAP4", "R$16.49","23:18:35", "02/01/2025", "R$16.38 - R$16.61"
"RECV3", "R$16.50","23:18:37", "02/01/2025", "R$16.12 - R$16.55"
"VIVA3", "R$18.55","23:18:38", "02/01/2025", "R$18.48 - R$19.17"
"SLCE3", "R$17.32","23:18:39", "02/01/2025", "R$17.27 - R$17.68"
"IGTI11", "R$17.23","23:18:40", "02/01/2025", "R$17.03 - R$17.38"
"TUPY3", "R$21.66","23:18:42", "02/01/2025", "R$21.55 - R$22.67"
"ELET6", "R$37.83","23:18:44", "02/01/2025", "R$37.48 - R$38.38"
"TEND3", "R$12.41","23:18:47", "02/01/2025", "R$11.93 - R$12.45"
"TAEE11", "R$32.92","23:18:48", "02/01/2025", "R$32.59 - R$33.04"
"ALUP11", "R$26.66","23:18:49", "02/01/2025", "R$26.25 - R$26.73"
"VIVT3", "R$47.06","23:18:50", "02/01/2025", "R$46.44 - R$47.51"
"AZZA3", "R$29.14","23:18:52", "02/01/2025", "R$28.19 - R$29.45"
"INTB3", "R$12.43","23:18:53", "02/01/2025", "R$12.33 - R$12.72"
"INTB3", "R$12.43","23:18:54", "02/01/2025", "R$12.33 - R$12.72"
"CURY3", "R$17.49","23:18:55", "02/01/2025", "R$17.08 - R$17.64"
"SMFT3", "R$16.63","23:18:56", "02/01/2025", "R$16.43 - R$16.88"
"EGIE3", "R$35.36","23:18:57", "02/01/2025", "R$35.04 - R$35.51"
"GRND3", "R$4.91","23:18:59", "02/01/2025", "R$4.82 - R$4.98"
"SMTO3", "R$23.01","23:19:00", "02/01/2025", "R$22.98 - R$23.38"
"CPFE3", "R$31.42","23:19:01", "02/01/2025", "R$31.05 - R$31.65"
"BPAN4", "R$6.18","23:19:04", "02/01/2025", "R$6.14 - R$6.34"
"GGPS3", "R$14.05","23:19:05", "02/01/2025", "R$13.57 - R$14.09"
"CSMG3", "R$20.53","23:19:06", "02/01/2025", "R$20.06 - R$20.97"
"ARML3", "R$5.06","23:19:07", "02/01/2025", "R$4.78 - R$5.10"
"MDIA3", "R$19.61","23:19:08", "02/01/2025", "R$19.43 - R$20.16"
"ABCB4", "R$19.18","23:19:09", "02/01/2025", "R$18.95 - R$19.60"
"RAPT4", "R$9.95","23:19:10", "02/01/2025", "R$9.78 - R$10.09"
"SAPR4", "R$5.34","23:19:11", "02/01/2025", "R$5.31 - R$5.47"
"CAML3", "R$5.67","23:19:13", "02/01/2025", "R$5.61 - R$5.90"
"PLPL3", "R$9.11","23:19:14", "02/01/2025", "R$8.90 - R$9.20"
"KLBN4", "R$4.52","23:19:18", "02/01/2025", "R$4.51 - R$4.58"
"TTEN3", "R$13.28","23:19:21", "02/01/2025", "R$13.16 - R$13.75"
"NEOE3", "R$18.93","23:19:23", "02/01/2025", "R$18.62 - R$18.99"
"VITT3", "R$5.35","23:19:25", "02/01/2025", "R$5.11 - R$5.35"
"KEPL3", "R$9.34","23:19:26", "02/01/2025", "R$9.06 - R$9.41"
"LOGG3", "R$18.43","23:19:28", "02/01/2025", "R$17.73 - R$18.44"
"VULC3", "R$15.53","23:19:29", "02/01/2025", "R$15.24 - R$15.73"
"BLAU3", "R$12.86","23:19:30", "02/01/2025", "R$12.77 - R$13.22"
"RANI3", "R$6.68","23:19:31", "02/01/2025", "R$6.65 - R$6.87"
"MDNE3", "R$10.59","23:19:32", "02/01/2025", "R$10.43 - R$10.84"
"BRSR6", "R$10.11","23:19:33", "02/01/2025", "R$10.03 - R$10.35"
"LAVV3", "R$7.43","23:19:34", "02/01/2025", "R$7.27 - R$7.51"
"MTRE3", "R$2.80","23:19:35", "02/01/2025", "R$2.80 - R$2.95"
"JALL3", "R$4.56","23:19:36", "02/01/2025", "R$4.51 - R$4.67"
"POSI3", "R$4.98","23:19:37", "02/01/2025", "R$4.98 - R$5.23"
"MILS3", "R$8.30","23:19:38", "02/01/2025", "R$8.21 - R$8.42"
"WIZC3", "R$5.54","23:19:39", "02/01/2025", "R$5.44 - R$5.62"
"SYNE3", "R$5.28","23:19:40", "02/01/2025", "R$4.95 - R$5.54"
"MYPK3", "R$11.50","23:19:42", "02/01/2025", "R$11.05 - R$11.57"
"VLID3", "R$21.50","23:19:43", "02/01/2025", "R$21.50 - R$24.40"
"PFRM3", "R$6.16","23:19:44", "02/01/2025", "R$5.87 - R$6.18"
"SOJA3", "R$10.10","23:19:46", "02/01/2025", "R$10.04 - R$10.50"
"TRIS3", "R$4.33","23:19:47", "02/01/2025", "R$4.29 - R$4.41"
"TASA4", "R$8.31","23:19:49", "02/01/2025", "R$8.05 - R$8.35"
"VSTE3", "R$6.73","23:19:51", "02/01/2025", "R$6.73 - R$7.81"
"BMOB3", "R$13.09","23:19:53", "02/01/2025", "R$13.05 - R$13.44"
"JSLG3", "R$5.25","23:19:55", "02/01/2025", "R$5.17 - R$5.39"
"AGRO3", "R$22.25","23:19:56", "02/01/2025", "R$21.92 - R$22.49"
"POMO3", "R$5.83","23:19:58", "02/01/2025", "R$5.56 - R$5.85"
"TGMA3", "R$28.43","23:20:00", "02/01/2025", "R$28.01 - R$29.14"
"LEVE3", "R$26.51","23:20:03", "02/01/2025", "R$26.51 - R$27.60"
"BMGB4", "R$3.71","23:20:05", "02/01/2025", "R$3.70 - R$3.78"
"SHUL4", "R$5.67","23:20:06", "02/01/2025", "R$5.58 - R$5.77"
"KLBN3", "R$4.80","23:20:07", "02/01/2025", "R$4.75 - R$4.91"
"FIQE3", "R$3.45","23:20:08", "02/01/2025", "R$3.37 - R$3.46"
"USIM3", "R$5.16","23:20:09", "02/01/2025", "R$5.16 - R$5.34"
"CMIG3", "R$14.64","23:20:12", "02/01/2025", "R$14.45 - R$14.95"
"PNVL3", "R$8.60","23:20:14", "02/01/2025", "R$8.56 - R$8.82"
"TAEE4", "R$10.98","23:20:15", "02/01/2025", "R$10.94 - R$11.09"
"SAPR3", "R$5.25","23:20:16", "02/01/2025", "R$5.21 - R$5.54"
"ROMI3", "R$8.25","23:20:17", "02/01/2025", "R$8.24 - R$8.42"
"CSED3", "R$3.12","23:20:18", "02/01/2025", "R$3.04 - R$3.20"
"FRAS3", "R$20.48","23:20:20", "02/01/2025", "R$20.30 - R$20.62"
"ITSA3", "R$8.87","23:20:26", "02/01/2025", "R$8.85 - R$9.00"
"SANB3", "R$11.37","23:20:27", "02/01/2025", "R$11.10 - R$11.42"
"ELMD3", "R$28.45","23:20:28", "02/01/2025", "R$28.19 - R$28.51"
"DESK3", "R$10.28","23:20:29", "02/01/2025", "R$10.17 - R$10.49"
"UNIP6", "R$46.00","23:20:30", "02/01/2025", "R$46.00 - R$48.01"
"ETER3", "R$5.08","23:20:33", "02/01/2025", "R$5.08 - R$5.25"
"BRAP3", "R$15.77","23:20:35", "02/01/2025", "R$15.58 - R$16.00"
"TPIS3", "R$5.04","23:20:37", "02/01/2025", "R$5.04 - R$5.30"
"GOAU3", "R$10.25","23:20:40", "02/01/2025", "R$10.05 - R$10.27"
"SCAR3", "R$18.50","23:20:41", "02/01/2025", "R$16.36 - R$18.61"
"EUCA4", "R$13.50","23:20:45", "02/01/2025", "R$13.50 - R$14.17"
"TECN3", "R$5.35","23:20:47", "02/01/2025", "R$5.26 - R$5.59"
"CSUD3", "R$15.17","23:20:48", "02/01/2025", "R$15.02 - R$15.45"
"CGRA3", "R$25.34","23:20:54", "02/01/2025", "R$25.17 - R$25.34"
"GGBR3", "R$16.56","23:20:55", "02/01/2025", "R$16.53 - R$16.85"
"IGTI3", "R$2.13","23:20:56", "02/01/2025", "R$2.04 - R$2.13"
"LAND3", "R$13.84","23:20:59", "02/01/2025", "R$13.64 - R$14.19"
"PTNT4", "R$5.81","23:21:00", "02/01/2025", "R$5.81 - R$6.00"
"BEES3", "R$8.48","23:21:02", "02/01/2025", "R$8.40 - R$8.61"
"ENGI4", "R$6.48","23:21:03", "02/01/2025", "R$6.30 - R$6.67"
"NGRD3", "R$21.44","23:21:05", "02/01/2025", "R$21.44 - R$23.05"
"EPAR3", "R$5.48","23:21:07", "02/01/2025", "R$5.27 - R$5.48"
"UCAS3", "R$1.83","23:21:09", "02/01/2025", "R$1.81 - R$1.93"
"ALUP4", "R$8.97","23:21:11", "02/01/2025", "R$8.72 - R$8.97"
"TASA3", "R$8.68","23:21:13", "02/01/2025", "R$8.40 - R$8.80"
"CGRA4", "R$25.76","23:21:19", "02/01/2025", "R$25.68 - R$26.26"
"OFSA3", "R$17.56","23:21:20", "02/01/2025", "R$16.05 - R$17.60"
"OFSA3", "R$17.56","23:21:21", "02/01/2025", "R$16.05 - R$17.60"
"WHRL4", "R$4.25","23:21:22", "02/01/2025", "R$4.18 - R$4.31"
"PDTC3", "R$1.25","23:21:22", "02/01/2025", "R$1.22 - R$1.26"
"COCE5", "R$24.28","23:21:24", "02/01/2025", "R$24.28 - R$25.07"
"CEBR3", "R$15.81","23:21:25", "02/01/2025", "R$15.65 - R$16.16"
"BRSR3", "R$11.66","23:21:27", "02/01/2025", "R$11.65 - R$11.81"
"BRSR3", "R$11.66","23:21:28", "02/01/2025", "R$11.65 - R$11.81"
"RAPT3", "R$8.45","23:21:29", "02/01/2025", "R$8.06 - R$8.45"
"ALUP3", "R$8.96","23:21:31", "02/01/2025", "R$8.82 - R$9.00"
"PINE3", "R$4.41","23:21:34", "02/01/2025", "R$4.24 - R$5.02"
"CGAS5", "R$121.00","23:21:35", "02/01/2025", "R$118.55 - R$122.01"
"BPAC5", "R$7.08","23:21:35", "02/01/2025", "R$7.07 - R$7.17"
"CEBR6", "R$17.20","23:21:37", "02/01/2025", "R$16.89 - R$17.20"
"MMAQ4", "R$2550.01","23:21:38", "02/01/2025", "R$2550.01 - R$2550.01"
"ENGI3", "R$10.47","23:21:39", "02/01/2025", "R$10.31 - R$10.86"
"BEES4", "R$8.66","23:21:46", "02/01/2025", "R$8.56 - R$8.79"
"WHRL3", "R$3.86","23:21:47", "02/01/2025", "R$3.84 - R$3.97"
"WLMM4", "R$29.89","23:21:51", "02/01/2025", "R$29.00 - R$29.90"
"BPAC3", "R$13.99","23:21:52", "02/01/2025", "R$13.80 - R$14.34"
"BAZA3", "R$84.15","23:21:53", "02/01/2025", "R$84.15 - R$86.99"
"DEXP4", "R$8.26","23:21:55", "02/01/2025", "R$8.26 - R$8.26"
"REDE3", "R$6.29","23:21:59", "02/01/2025", "R$6.28 - R$6.29"
"EKTR4", "R$50.00","23:22:00", "02/01/2025", "R$50.00 - R$50.50"
"CPLE5", "R$10.40","23:22:03", "02/01/2025", "R$10.40 - R$10.49"
"PEAB3", "R$42.50","23:22:04", "02/01/2025", "R$42.50 - R$42.50"
"EQMA3B", "R$23.55","23:22:05", "02/01/2025", "R$23.31 - R$23.55"
"TKNO3", "R$50.02","23:22:06", "02/01/2025", "R$39.12 - R$50.02"
"BGIP4", "R$23.01","23:22:08", "02/01/2025", "R$23.01 - R$24.00"
"EUCA3", "R$16.60","23:22:09", "02/01/2025", "R$16.60 - R$16.60"
"CEBR5", "R$15.44","23:22:10", "02/01/2025", "R$15.32 - R$15.50"
"AFLT3", "R$7.49","23:22:11", "02/01/2025", "R$7.49 - R$7.49"
"CRPG6", "R$20.24","23:22:15", "02/01/2025", "R$19.72 - R$20.24"
"BMIN4", "R$16.90","23:22:16", "02/01/2025", "R$16.90 - R$16.90"
"RPAD5", "R$8.89","23:22:19", "02/01/2025", "R$6.65 - R$9.09"
"RPAD6", "R$5.72","23:22:20", "02/01/2025", "R$5.72 - R$9.56"
"UNIP5", "R$50.00","23:22:21", "02/01/2025", "R$47.22 - R$50.49"
"CEEB3", "R$39.00","23:22:22", "02/01/2025", "R$38.80 - R$39.00"
"PATI3", "R$26.00","23:22:24", "02/01/2025", "R$26.00 - R$26.00"
"BGIP3", "R$24.90","23:22:25", "02/01/2025", "R$24.90 - R$24.90"
"BSLI4", "R$8.47","23:22:27", "02/01/2025", "R$8.17 - R$8.47"
"EMAE4", "R$41.00","23:22:28", "02/01/2025", "R$40.01 - R$42.29"
"CEDO4", "R$23.29","23:22:29", "02/01/2025", "R$21.06 - R$32.00"
"TKNO4", "R$61.00","23:22:31", "02/01/2025", "R$61.00 - R$61.00"
"CGAS3", "R$120.00","23:22:37", "02/01/2025", "R$79.71 - R$140.00"
"BMKS3", "R$337.00","23:22:41", "02/01/2025", "R$321.00 - R$339.00"
"GEPA3", "R$31.00","23:22:51", "02/01/2025", "R$27.60 - R$31.00"
"PTNT3", "R$8.50","23:22:53", "02/01/2025", "R$8.00 - R$13.48"
"MWET4", "R$12.60","23:22:55", "02/01/2025", "R$5.00 - R$18.00"
"BALM3", "R$13.00","23:22:57", "02/01/2025", "R$9.44 - R$18.12"
"HBTS5", "R$28.50","23:22:59", "02/01/2025", "R$28.50 - R$28.50"
"BSLI3", "R$8.10","23:23:00", "02/01/2025", "R$8.10 - R$8.10"
"CRPG3", "R$21.15","23:23:06", "02/01/2025", "R$21.00 - R$40.65"
"petr4", "R$36.77","23:23:12", "02/01/2025", "R$36.19 - R$37.09"
"MXRF11", "R$9.26","23:23:13", "02/01/2025", "R$9.25 - R$9.36"
"BTC", "668226.43","23:23:14", "02/01/2025", "None"
"AFHI11", "R$91.43","23:23:15", "02/01/2025", "R$89.65 - R$91.43"
"AFHI11", "R$91.43","23:23:16", "02/01/2025", "R$89.65 - R$91.43"
"ALZC11", "R$93.50","23:23:17", "02/01/2025", "R$93.50 - R$93.50"
"ALZT11", "R$0.00","23:23:21", "02/01/2025", "None"
"ALZT11", "R$0.00","23:23:22", "02/01/2025", "None"
"ALZT11", "R$0.00","23:23:23", "02/01/2025", "None"
"ARXD11", "R$7.31","23:23:25", "02/01/2025", "R$7.20 - R$7.32"
"AIEC11", "R$46.50","23:23:26", "02/01/2025", "R$44.75 - R$47.00"
"AZPL11", "R$6.50","23:23:28", "02/01/2025", "R$6.50 - R$6.90"
"BCRI11", "R$57.54","23:23:29", "02/01/2025", "R$56.90 - R$60.05"
"BTML11", "R$111.28","23:23:32", "02/01/2025", "None"
"BTML11", "R$111.28","23:23:33", "02/01/2025", "None"
"BTML11", "R$111.28","23:23:33", "02/01/2025", "None"
"BGRB11", "R$101.50","23:23:41", "02/01/2025", "None"
"BGRB11", "R$101.50","23:23:41", "02/01/2025", "None"
"BGRB11", "R$101.50","23:23:42", "02/01/2025", "None"
"CARE11", "R$1.35","23:23:46", "02/01/2025", "None"
"CARE11", "R$1.35","23:23:46", "02/01/2025", "None"
"CARE11", "R$1.35","23:23:47", "02/01/2025", "None"
"CARE11", "R$1.35","23:23:48", "02/01/2025", "None"
"BICE11", "R$980.00","23:23:50", "02/01/2025", "R$822.61 - R$999.90"
"BRIM11", "R$960.00","23:23:51", "02/01/2025", "R$960.00 - R$1100.00"
"BRIP11", "R$947.85","23:23:52", "02/01/2025", "R$880.01 - R$947.85"
"BRIX11", "R$1673.35","23:23:56", "02/01/2025", "None"
"BRIX11", "R$1673.35","23:23:57", "02/01/2025", "None"
"BTHI11", "R$43.90","23:24:00", "02/01/2025", "None"
"CRFF11", "R$65.15","23:24:06", "02/01/2025", "R$65.10 - R$65.77"
"CCME11", "R$8.64","23:24:08", "02/01/2025", "R$8.61 - R$9.05"
"CPFF11", "R$60.01","23:24:12", "02/01/2025", "R$59.71 - R$60.20"
"CPFF11", "R$60.01","23:24:14", "02/01/2025", "R$59.71 - R$60.20"
"CPSH11", "R$9.09","23:24:15", "02/01/2025", "R$8.99 - R$9.10"
"CPSH11", "R$9.09","23:24:16", "02/01/2025", "R$8.99 - R$9.10"
"BLCA11", "R$112.01","23:24:17", "02/01/2025", "R$112.01 - R$115.94"
"CFII11", "R$1000.00","23:24:22", "02/01/2025", "None"
"CFII11", "R$1000.00","23:24:23", "02/01/2025", "None"
"CFII11", "R$1000.00","23:24:24", "02/01/2025", "None"
"CFII11", "R$1000.00","23:24:25", "02/01/2025", "None"
"CFII11", "R$1000.00","23:24:26", "02/01/2025", "None"
"RENV11", "R$9.50","23:24:28", "02/01/2025", "None"
"CYCR11", "R$8.30","23:24:29", "02/01/2025", "R$8.24 - R$8.66"
"ASMT11", "R$34.30","23:24:35", "02/01/2025", "R$30.84 - R$67.00"
"ASMT11", "R$34.30","23:24:36", "02/01/2025", "R$30.84 - R$67.00"
"DPRO11", "R$6.20","23:24:37", "02/01/2025", "R$5.71 - R$6.28"
"DEVA11", "R$30.69","23:24:37", "02/01/2025", "R$29.20 - R$30.91"
"DAMT11", "R$11.46","23:24:38", "02/01/2025", "R$11.45 - R$11.46"
"DAMT11", "R$11.46","23:24:39", "02/01/2025", "R$11.45 - R$11.46"
"DAMT11", "R$11.46","23:24:40", "02/01/2025", "R$11.45 - R$11.46"
"EGYR11", "R$3.75","23:24:42", "02/01/2025", "R$3.50 - R$3.83"
"EQIR11", "R$8.00","23:24:43", "02/01/2025", "R$7.91 - R$8.07"
"KEVE11", "R$920.00","23:24:46", "02/01/2025", "R$920.00 - R$934.27"
"EXES11", "R$9.50","23:24:47", "02/01/2025", "R$9.50 - R$9.50"
"EXES11", "R$9.50","23:24:48", "02/01/2025", "R$9.50 - R$9.50"
"EXES11", "R$9.50","23:24:49", "02/01/2025", "R$9.50 - R$9.50"
"EXES11", "R$9.50","23:24:50", "02/01/2025", "R$9.50 - R$9.50"
"VRTM11", "R$6.80","23:24:52", "02/01/2025", "None"
"VRTM11", "R$6.80","23:24:53", "02/01/2025", "None"
"VRTM11", "R$6.80","23:24:54", "02/01/2025", "None"
"IBCR11", "R$60.50","23:24:54", "02/01/2025", "R$60.32 - R$61.20"
"GAME11", "R$8.70","23:24:59", "02/01/2025", "None"
"BMLC11", "R$97.89","23:25:03", "02/01/2025", "R$94.18 - R$97.89"
"FAMB11", "R$789.99","23:25:07", "02/01/2025", "R$764.18 - R$820.01"
"PQDP11", "R$1991.00","23:25:15", "02/01/2025", "R$1989.01 - R$2019.00"
"PQDP11", "R$1991.00","23:25:16", "02/01/2025", "R$1989.01 - R$2019.00"
"PQDP11", "R$1991.00","23:25:17", "02/01/2025", "R$1989.01 - R$2019.00"
"BPFF11", "R$55.15","23:25:27", "02/01/2025", "R$55.15 - R$56.62"
"BPML11", "R$73.53","23:25:29", "02/01/2025", "R$71.27 - R$73.53"
"BPML11", "R$73.53","23:25:30", "02/01/2025", "R$71.27 - R$73.53"
"CXCI11", "R$64.57","23:25:32", "02/01/2025", "None"
"CXCI11", "R$64.57","23:25:32", "02/01/2025", "None"
"CTXT11", "R$6.49","23:25:34", "02/01/2025", "None"
"CTXT11", "R$6.49","23:25:35", "02/01/2025", "None"
"CTXT11", "R$6.49","23:25:36", "02/01/2025", "None"
"EDFO11", "R$150.50","23:25:37", "02/01/2025", "None"
"EDFO11", "R$150.50","23:25:38", "02/01/2025", "None"
"HUCG11", "R$102.65","23:25:42", "02/01/2025", "R$102.64 - R$102.65"
"HUSC11", "R$91.37","23:25:43", "02/01/2025", "R$90.00 - R$91.37"
"HUSC11", "R$91.37","23:25:44", "02/01/2025", "R$90.00 - R$91.37"
"HUSC11", "R$91.37","23:25:45", "02/01/2025", "R$90.00 - R$91.37"
"HUSC11", "R$91.37","23:25:46", "02/01/2025", "R$90.00 - R$91.37"
"HUSC11", "R$91.37","23:25:47", "02/01/2025", "R$90.00 - R$91.37"
"HUSC11", "R$91.37","23:25:48", "02/01/2025", "R$90.00 - R$91.37"
"HUSC11", "R$91.37","23:25:48", "02/01/2025", "R$90.00 - R$91.37"
"PABY11", "R$11.93","23:25:50", "02/01/2025", "R$11.92 - R$11.93"
"PABY11", "R$11.93","23:25:51", "02/01/2025", "R$11.92 - R$11.93"
"PABY11", "R$11.93","23:25:52", "02/01/2025", "R$11.92 - R$11.93"
"PABY11", "R$11.93","23:25:53", "02/01/2025", "R$11.92 - R$11.93"
"PABY11", "R$11.93","23:25:54", "02/01/2025", "R$11.92 - R$11.93"
"PABY11", "R$11.93","23:25:55", "02/01/2025", "R$11.92 - R$11.93"
"RBRP11", "R$49.32","23:25:58", "02/01/2025", "None"
"RCRB11", "R$135.90","23:25:59", "02/01/2025", "R$123.03 - R$139.34"
"RBED11", "R$101.00","23:26:00", "02/01/2025", "R$99.57 - R$105.00"
"RBVA11", "R$86.32","23:26:01", "02/01/2025", "R$85.87 - R$87.99"
"SCPF11", "R$1.92","23:26:04", "02/01/2025", "None"
"TGAR11", "R$86.81","23:26:08", "02/01/2025", "R$85.35 - R$87.98"
"TGAR11", "R$86.81","23:26:09", "02/01/2025", "R$85.35 - R$87.98"
"TGAR11", "R$86.81","23:26:09", "02/01/2025", "R$85.35 - R$87.98"
"BARI11", "R$67.40","23:26:10", "02/01/2025", "R$67.12 - R$69.28"
"FVPQ11", "R$43.21","23:26:13", "02/01/2025", "None"
"FVPQ11", "R$43.21","23:26:14", "02/01/2025", "None"
"FVPQ11", "R$43.21","23:26:15", "02/01/2025", "None"
"FVPQ11", "R$43.21","23:26:15", "02/01/2025", "None"
"FVPQ11", "R$43.21","23:26:16", "02/01/2025", "None"
